year,ncessch,ncessch_num,leaid,fips,grade,race,sex,enrollment
2006,490033000194,490033000194,4900330,49,1,4,2,1.0
2015,261200004668,261200004668,2612000,26,3,2,99,32.0
2000,470359001484,470359001484,4703590,47,11,2,99,0.0
2016,360624000403,360624000403,3606240,36,9,7,1,0.0
2007,172814004933,172814004933,1728140,17,7,4,2,1.0
2005,360009102315,360009102315,3600091,36,15,5,99,0.0
2014,40633001244,40633001244,406330,4,99,4,2,20.0
2006,60001308764,60001308764,600013,6,0,1,2,24.0
2009,362118002991,362118002991,3621180,36,7,1,99,100.0
2012,40003703168,40003703168,400037,4,0,1,1,5.0
2009,40033402166,40033402166,400334,4,99,5,99,7.0
2008,470318001327,470318001327,4703180,47,9,7,99,0.0
2006,68450007053,68450007053,684500,6,99,4,99,285.0
2008,62805004304,62805004304,628050,6,12,4,2,99.0
1994,341134002320,341134002320,3411340,34,5,99,99,49.0
2003,250480000647,250480000647,2504800,25,99,3,2,1.0
2012,40954001119,40954001119,409540,4,10,6,2,0.0
2003,60002706274,60002706274,600027,6,4,5,1,0.0
2003,250891001441,250891001441,2508910,25,10,2,2,0.0
1999,210378001619,210378001619,2103780,21,3,1,2,36.0
2012,240048000787,240048000787,2400480,24,5,4,99,8.0
2006,401857000881,401857000881,4018570,40,6,5,99,8.0
2006,110003000037,110003000037,1100030,11,4,2,99,12.0
2000,370351001451,370351001451,3703510,37,6,99,99,140.0
2001,390435500121,390435500121,3904355,39,11,2,2,11.0
2004,172640000112,172640000112,1726400,17,6,5,99,0.0
2012,280258000921,280258000921,2802580,28,4,6,99,0.0
2014,120150004405,120150004405,1201500,12,14,2,2,0.0
2013,482442002735,482442002735,4824420,48,5,7,2,3.0
2012,280186000328,280186000328,2801860,28,9,2,1,76.0
2008,690003000033,690003000033,6900030,69,99,3,1,0.0
1998,483510003973,483510003973,4835100,48,2,2,1,7.0
2006,482253002276,482253002276,4822530,48,2,2,99,2.0
2017,250942001508,250942001508,2509420,25,0,5,2,
2002,10018000034,10018000034,100180,1,7,99,99,214.0
2005,370488001947,370488001947,3704880,37,3,99,2,49.0
2009,400767000319,400767000319,4007670,40,5,3,1,0.0
1999,390449001801,390449001801,3904490,39,5,99,2,30.0
2002,482364004586,482364004586,4823640,48,7,4,2,4.0
2010,90126000191,90126000191,901260,9,1,2,2,6.0
2004,263039006656,263039006656,2630390,26,12,99,2,98.0
2016,120039000376,120039000376,1200390,12,1,5,1,0.0
2007,481674010612,481674010612,4816740,48,6,5,2,0.0
2016,180567000139,180567000139,1805670,18,99,6,2,
2015,510313002302,510313002302,5103130,51,99,4,1,20.0
2015,370120000492,370120000492,3701200,37,-1,99,1,18.0
1998,180639001116,180639001116,1806390,18,99,1,99,225.0
2015,180960001572,180960001572,1809600,18,1,4,2,0.0
2010,180393000653,180393000653,1803930,18,1,4,2,0.0
2012,260753004330,260753004330,2607530,26,4,2,1,0.0
2017,220036000283,220036000283,2200360,22,0,6,2,
2016,180810001387,180810001387,1808100,18,15,99,2,1.0
2009,470078000287,470078000287,4700780,47,4,2,99,3.0
2017,490075000485,490075000485,4900750,49,7,3,1,41.0
2006,360585000357,360585000357,3605850,36,7,3,1,6.0
1999,261200000072,261200000072,2612000,26,7,2,2,19.0
1991,240051001474,240051001474,2400510,24,99,4,99,5.0
2002,483177006457,483177006457,4831770,48,5,1,1,43.0
2001,291353000575,291353000575,2913530,29,99,1,2,60.0
2017,80378000486,80378000486,803780,8,6,99,99,37.0
2008,61026009774,61026009774,610260,6,5,3,1,0.0
2016,130012004223,130012004223,1300120,13,9,1,99,1.0
1998,317044001928,317044001928,3170440,31,3,2,1,0.0
2018,341254004852,341254004852,3412540,34,7,4,2,
2011,10237001688,10237001688,102370,1,12,2,1,40.0
2016,171324001571,171324001571,1713240,17,2,9,99,0.0
2003,130174000250,130174000250,1301740,13,7,99,99,32.0
2004,720003001785,720003001785,7200030,72,0,3,2,23.0
2018,370405002409,370405002409,3704050,37,99,2,1,32.0
1999,192781001618,192781001618,1927810,19,12,1,2,9.0
2001,63375005206,63375005206,633750,6,0,4,2,1.0
2011,390138805606,390138805606,3901388,39,3,4,2,0.0
2012,63033004729,63033004729,630330,6,4,6,1,0.0
2000,120168001860,120168001860,1201680,12,1,5,1,0.0
2015,61887002290,61887002290,618870,6,0,1,2,1.0
2017,470014801029,470014801029,4700148,47,5,1,99,0.0
1998,291158000412,291158000412,2911580,29,6,5,2,0.0
2005,120111003078,120111003078,1201110,12,8,2,99,22.0
2014,720003001397,720003001397,7200030,72,0,99,2,15.0
2008,220117000888,220117000888,2201170,22,11,6,99,0.0
2011,720003000198,720003000198,7200030,72,6,5,1,0.0
1998,482364002499,482364002499,4823640,48,5,3,2,49.0
2010,483423003805,483423003805,4834230,48,10,5,99,1.0
2016,69100809221,69100809221,691008,6,15,7,1,
2007,64015008757,64015008757,640150,6,4,1,1,12.0
2000,540093000807,540093000807,5400930,54,4,4,1,0.0
2005,50738000451,50738000451,507380,5,9,3,1,0.0
1999,120156001626,120156001626,1201560,12,0,99,99,61.0
2004,170993000916,170993000916,1709930,17,3,2,99,90.0
2001,40497000378,40497000378,404970,4,-1,3,1,10.0
2013,120069002176,120069002176,1200690,12,3,1,1,21.0
2007,550960001252,550960001252,5509600,55,1,5,2,0.0
2018,270720000284,270720000284,2707200,27,6,5,2,1.0
2017,210480001197,210480001197,2104800,21,7,6,2,
2014,63018011717,63018011717,630180,6,4,1,99,2.0
2001,262061000940,262061000940,2620610,26,99,5,1,0.0
2006,510324001928,510324001928,5103240,51,2,5,1,0.0
2018,61476007723,61476007723,614760,6,12,6,2,
2011,370024000069,370024000069,3700240,37,7,3,99,93.0
2009,180327000426,180327000426,1803270,18,5,5,99,1.0
2009,260501004193,260501004193,2605010,26,0,99,2,26.0
2017,120048000695,120048000695,1200480,12,3,7,1,1.0
2007,69103311960,69103311960,691033,6,10,3,1,2.0
2014,293230002264,293230002264,2932300,29,12,3,1,0.0
2016,250672000971,250672000971,2506720,25,15,4,1,0.0
2017,51401001143,51401001143,514010,5,2,2,2,
2010,481623001296,481623001296,4816230,48,3,5,99,3.0
2016,60003406982,60003406982,600034,6,6,4,1,4.0
2005,484239004835,484239004835,4842390,48,99,5,99,2.0
2004,130183000834,130183000834,1301830,13,-1,99,2,10.0
2007,220144001139,220144001139,2201440,22,9,99,2,186.0
2004,251263002066,251263002066,2512630,25,1,3,99,4.0
2008,480008208437,480008208437,4800082,48,99,7,1,-2.0
1992,483600004063,483600004063,4836000,48,3,99,99,54.0
2013,391002603644,391002603644,3910026,39,9,3,1,0.0
2015,51020000964,51020000964,510200,5,5,4,2,0.0
2012,62223002642,62223002642,622230,6,0,99,99,47.0
1998,390437800528,390437800528,3904378,39,2,3,99,13.0
1998,181161001869,181161001869,1811610,18,12,3,99,0.0
2018,80002006661,80002006661,800020,8,99,3,99,67.0
2009,272124001908,272124001908,2721240,27,12,7,1,-2.0
1998,290531000081,290531000081,2905310,29,7,1,2,84.0
2008,530682001004,530682001004,5306820,53,8,4,99,8.0
2011,390455202261,390455202261,3904552,39,5,4,99,0.0
2008,550207000250,550207000250,5502070,55,9,6,99,0.0
2009,450234000593,450234000593,4502340,45,9,6,1,-2.0
2007,40885002193,40885002193,408850,4,99,4,2,14.0
2004,510300002069,510300002069,5103000,51,4,1,99,21.0
2018,484092007190,484092007190,4840920,48,6,1,2,2.0
2007,268058000864,268058000864,2680580,26,15,3,2,0.0
2014,551185001551,551185001551,5511850,55,-1,7,2,2.0
2003,316060000784,316060000784,3160600,31,7,2,1,0.0
2007,291640000822,291640000822,2916400,29,3,2,1,2.0
2009,530594000905,530594000905,5305940,53,2,5,99,0.0
2011,170993001005,170993001005,1709930,17,7,2,1,32.0
2005,510405001782,510405001782,5104050,51,3,2,99,16.0
2015,10249001055,10249001055,102490,1,6,99,99,115.0
2016,80273000167,80273000167,802730,8,3,5,2,
2000,62271003311,62271003311,622710,6,2,3,99,24.0
2000,270002602158,270002602158,2700026,27,7,2,99,0.0
2008,470000101937,470000101937,4700001,47,3,7,2,-2.0
2013,250480000640,250480000640,2504800,25,3,3,99,3.0
2001,251152001908,251152001908,2511520,25,99,1,1,141.0
2016,240009000260,240009000260,2400090,24,99,9,99,0.0
2001,40625000512,40625000512,406250,4,0,4,2,0.0
1995,90297000624,90297000624,902970,9,99,1,99,291.0
2005,530870002175,530870002175,5308700,53,6,5,2,1.0
2008,63618005457,63618005457,636180,6,7,1,1,6.0
2018,560142000049,560142000049,5601420,56,-1,7,2,0.0
2018,361752004720,361752004720,3617520,36,11,99,1,0.0
2010,10237001086,10237001086,102370,1,12,4,2,0.0
2002,173042003145,173042003145,1730420,17,2,4,99,17.0
2016,20048000183,20048000183,200480,2,4,7,2,1.0
2004,62724004122,62724004122,627240,6,11,99,99,55.0
2010,280258001123,280258001123,2802580,28,12,5,99,0.0
2013,390501303844,390501303844,3905013,39,11,5,99,1.0
2018,170942000550,170942000550,1709420,17,6,1,2,39.0
2007,62982008451,62982008451,629820,6,9,3,99,1.0
1999,180228001871,180228001871,1802280,18,3,4,2,0.0
1998,50684000413,50684000413,506840,5,99,5,1,19.0
2011,20039000601,20039000601,200390,2,2,6,1,1.0
2005,310007400630,310007400630,3100074,31,99,4,99,1.0
2008,263282006824,263282006824,2632820,26,99,4,1,0.0
2001,483039007578,483039007578,4830390,48,10,3,2,0.0
2006,483846010697,483846010697,4838460,48,10,4,2,0.0
2007,60648007418,60648007418,606480,6,99,1,1,73.0
2009,260282004017,260282004017,2602820,26,3,7,1,-2.0
2001,510240000985,510240000985,5102400,51,99,1,99,11.0
2013,401452000682,401452000682,4014520,40,15,99,1,1.0
2014,490003000009,490003000009,4900030,49,99,99,1,324.0
2012,482364002414,482364002414,4823640,48,99,1,1,1.0
2000,261791000090,261791000090,2617910,26,11,3,1,0.0
2014,317482001433,317482001433,3174820,31,12,7,1,11.0
2014,62169002582,62169002582,621690,6,9,4,1,2.0
2014,290837002492,290837002492,2908370,29,1,2,2,1.0
2002,262619006268,262619006268,2626190,26,6,5,1,1.0
2008,80237000086,80237000086,802370,8,3,1,99,76.0
2005,390453104398,390453104398,3904531,39,3,5,2,0.0
2009,530774001277,530774001277,5307740,53,1,2,99,1.0
2015,510236000976,510236000976,5102360,51,1,5,1,1.0
2007,220005400935,220005400935,2200054,22,8,4,2,0.0
2013,530771001146,530771001146,5307710,53,0,4,99,7.0
2003,540030000208,540030000208,5400300,54,0,3,1,0.0
2018,360010002317,360010002317,3600100,36,9,4,99,0.0
2013,390445201427,390445201427,3904452,39,3,4,1,0.0
2011,130255002904,130255002904,1302550,13,2,6,99,0.0
2017,10248001696,10248001696,102480,1,6,3,1,0.0
2015,80435000623,80435000623,804350,8,99,4,2,1.0
2007,390455002253,390455002253,3904550,39,8,3,99,4.0
2011,510333001463,510333001463,5103330,51,99,4,2,12.0
2011,280219000381,280219000381,2802190,28,3,4,2,0.0
2009,80306000242,80306000242,803060,8,6,4,2,5.0
2009,90192000371,90192000371,901920,9,3,5,1,0.0
2012,530033002802,530033002802,5300330,53,4,3,99,2.0
1998,720003000209,720003000209,7200030,72,3,1,1,-1.0
2017,80657001136,80657001136,806570,8,0,4,99,0.0
2000,362133003039,362133003039,3621330,36,9,2,2,2.0
2013,160001600926,160001600926,1600016,16,0,4,99,0.0
2010,363192006001,363192006001,3631920,36,99,6,2,0.0
2016,130255000308,130255000308,1302550,13,9,2,1,32.0
2004,61209001347,61209001347,612090,6,8,4,99,46.0
2004,192187001311,192187001311,1921870,19,99,5,99,1.0
2010,400624000241,400624000241,4006240,40,3,3,99,0.0
2000,51338001095,51338001095,513380,5,10,4,1,0.0
2006,62271002899,62271002899,622710,6,9,3,1,288.0
2015,261608000587,261608000587,2616080,26,99,7,99,11.0
2005,110003000019,110003000019,1100030,11,99,5,2,0.0
2012,192163001292,192163001292,1921630,19,2,3,99,4.0
1999,174231004258,174231004258,1742310,17,9,1,99,6.0
2003,341134002368,341134002368,3411340,34,99,4,99,3.0
1998,340348001810,340348001810,3403480,34,2,2,2,-1.0
2018,360000304543,360000304543,3600003,36,11,3,2,1.0
2015,90001600823,90001600823,900016,9,1,7,99,1.0
2015,120018007555,120018007555,1200180,12,99,6,1,1.0
2015,350006000033,350006000033,3500060,35,3,1,1,6.0
2012,270318000005,270318000005,2703180,27,4,5,99,0.0
2001,260264007508,260264007508,2602640,26,-1,4,99,1.0
2012,60462000423,60462000423,604620,6,6,7,1,27.0
2001,61668002097,61668002097,616680,6,2,4,1,5.0
2003,362058002852,362058002852,3620580,36,15,3,2,1.0
2014,422676000887,422676000887,4226760,42,10,3,1,14.0
2001,362058002486,362058002486,3620580,36,4,4,99,0.0
2013,370276001142,370276001142,3702760,37,1,7,99,0.0
2017,62271010890,62271010890,622710,6,6,4,99,1.0
2013,271006002267,271006002267,2710060,27,5,5,1,0.0
2012,180651002355,180651002355,1806510,18,99,4,1,1.0
2017,170993004376,170993004376,1709930,17,1,6,99,0.0
2011,483993004528,483993004528,4839930,48,5,3,1,55.0
2010,210405001032,210405001032,2104050,21,99,4,2,2.0
2005,50840000559,50840000559,508400,5,1,3,1,4.0
2009,361527001285,361527001285,3615270,36,4,3,2,0.0
2009,63432007838,63432007838,634320,6,10,5,2,0.0
2016,262073005738,262073005738,2620730,26,99,5,2,1.0
2015,120039007783,120039007783,1200390,12,12,1,99,0.0
2000,361974001806,361974001806,3619740,36,99,4,99,3.0
2013,720003001558,720003001558,7200030,72,3,6,1,0.0
2007,62271010524,62271010524,622710,6,99,4,99,33.0
2010,470000100481,470000100481,4700001,47,99,4,2,4.0
2010,470369000115,470369000115,4703690,47,8,2,2,0.0
1998,61296003826,61296003826,612960,6,99,1,2,173.0
2014,470420001716,470420001716,4704200,47,99,5,1,0.0
2010,341149003484,341149003484,3411490,34,2,6,2,0.0
2018,120030007389,120030007389,1200300,12,1,6,2,0.0
2018,551578002006,551578002006,5515780,55,99,2,2,12.0
2011,250279000216,250279000216,2502790,25,8,6,1,0.0
2018,192520001441,192520001441,1925200,19,1,99,2,14.0
1999,540045000259,540045000259,5400450,54,2,5,2,0.0
2017,470174000590,470174000590,4701740,47,5,2,2,
1988,120129001287,120129001287,1201290,12,0,99,99,129.0
2007,720003001976,720003001976,7200030,72,11,2,1,0.0
2008,61623002018,61623002018,616230,6,99,5,1,9.0
2012,340145000234,340145000234,3401450,34,9,1,99,0.0
2000,410682001423,410682001423,4106820,41,4,5,1,0.0
2005,63987008999,63987008999,639870,6,0,3,99,82.0
2017,410000301061,410000301061,4100003,41,5,6,99,0.0
2015,10021000039,10021000039,100210,1,2,6,2,0.0
2005,551119001485,551119001485,5511190,55,2,1,2,6.0
2018,341569000343,341569000343,3415690,34,1,99,99,236.0
2015,403027001684,403027001684,4030270,40,10,4,99,0.0
2000,470075000279,470075000279,4700750,47,0,2,1,-1.0
2008,481119000594,481119000594,4811190,48,2,6,2,-2.0
2014,63432013803,63432013803,634320,6,5,5,1,0.0
2008,231050000313,231050000313,2310500,23,1,1,1,19.0
2004,390437800422,390437800422,3904378,39,1,4,1,0.0
1999,390463802535,390463802535,3904638,39,99,5,1,0.0
1998,370001100396,370001100396,3700011,37,3,99,1,25.0
2014,90108000173,90108000173,901080,9,5,3,2,1.0
2014,560146000055,560146000055,5601460,56,7,2,99,0.0
2013,291383000627,291383000627,2913830,29,1,1,1,4.0
2017,60002503573,60002503573,600025,6,4,4,2,2.0
2011,340678005356,340678005356,3406780,34,15,2,1,0.0
2017,62271011622,62271011622,622710,6,1,1,2,
2004,62106002530,62106002530,621060,6,10,2,1,0.0
2017,390451605519,390451605519,3904516,39,4,5,99,0.0
2015,62691007795,62691007795,626910,6,1,5,2,0.0
2011,180771001319,180771001319,1807710,18,11,4,99,0.0
2003,470102000330,470102000330,4701020,47,2,2,1,-1.0
2002,240036000666,240036000666,2400360,24,2,4,99,0.0
2016,370483001935,370483001935,3704830,37,6,9,9,0.0
2006,10315001203,10315001203,103150,1,4,2,99,18.0
2017,421314002599,421314002599,4213140,42,99,1,2,73.0
2014,390449401871,390449401871,3904494,39,99,99,2,166.0
2013,341707002654,341707002654,3417070,34,4,99,1,37.0
2016,420082407319,420082407319,4200824,42,11,6,2,0.0
2016,490105001443,490105001443,4901050,49,8,7,2,0.0
2002,61336001510,61336001510,613360,6,10,1,2,117.0
2018,362781003769,362781003769,3627810,36,10,99,9,0.0
2005,360008403738,360008403738,3600084,36,15,3,99,42.0
2016,260023501205,260023501205,2600235,26,0,3,2,
2018,440090000240,440090000240,4400900,44,6,5,99,0.0
1998,80306000223,80306000223,803060,8,4,5,99,0.0
2014,341770003264,341770003264,3417700,34,1,6,2,0.0
1996,482566002874,482566002874,4825660,48,4,99,99,98.0
2002,402739001445,402739001445,4027390,40,-1,1,99,46.0
2003,470063000245,470063000245,4700630,47,5,4,99,0.0
2003,120156003784,120156003784,1201560,12,99,99,2,0.0
1999,220165001897,220165001897,2201650,22,99,2,1,16.0
2015,170505000194,170505000194,1705050,17,5,5,99,0.0
2016,130129001491,130129001491,1301290,13,5,99,9,0.0
2008,190858000484,190858000484,1908580,19,1,99,99,38.0
2016,390437500304,390437500304,3904375,39,6,4,2,0.0
2000,220111000820,220111000820,2201110,22,99,4,99,0.0
1999,90351500726,90351500726,903515,9,3,1,99,14.0
2005,80348000453,80348000453,803480,8,4,2,99,3.0
2003,421650007215,421650007215,4216500,42,4,5,99,0.0
2001,200320001073,200320001073,2003200,20,11,2,99,17.0
2002,190945000600,190945000600,1909450,19,4,5,99,0.0
2016,210254000549,210254000549,2102540,21,99,6,2,
2015,421158001766,421158001766,4211580,42,1,6,1,0.0
1998,401374000652,401374000652,4013740,40,10,5,2,0.0
1999,173661003772,173661003772,1736610,17,8,4,99,0.0
2004,173237003378,173237003378,1732370,17,99,1,99,4.0
2003,251017001641,251017001641,2510170,25,0,5,1,0.0
2009,80441000638,80441000638,804410,8,2,3,2,46.0
2017,341640005988,341640005988,3416400,34,7,3,99,0.0
2017,360969000741,360969000741,3609690,36,7,6,99,0.0
2003,482034002036,482034002036,4820340,48,12,4,1,0.0
1998,490039000682,490039000682,4900390,49,2,5,99,3.0
2014,280342000659,280342000659,2803420,28,8,4,1,0.0
2017,510189000831,510189000831,5101890,51,5,5,1,0.0
2004,120087000951,120087000951,1200870,12,99,1,99,99.0
2014,450078001203,450078001203,4500780,45,6,2,1,7.0
2012,250480000645,250480000645,2504800,25,5,3,1,1.0
2018,480870000242,480870000242,4808700,48,3,5,2,0.0
2000,390443301261,390443301261,3904433,39,4,3,1,0.0
2000,220030000196,220030000196,2200300,22,4,3,99,0.0
1998,530765001125,530765001125,5307650,53,11,99,1,0.0
2005,292181001208,292181001208,2921810,29,99,2,99,8.0
2000,280126000175,280126000175,2801260,28,99,5,1,0.0
1999,270226402104,270226402104,2702264,27,6,1,2,3.0
2015,490072001295,490072001295,4900720,49,8,2,2,4.0
2010,10132000479,10132000479,101320,1,5,99,2,69.0
2017,481500008881,481500008881,4815000,48,5,4,99,0.0
2013,251104000428,251104000428,2511040,25,1,5,1,0.0
2009,261056004524,261056004524,2610560,26,10,4,2,1.0
2007,330717000460,330717000460,3307170,33,99,1,1,291.0
2018,500040800379,500040800379,5000408,50,4,7,2,1.0
1994,150003000199,150003000199,1500030,15,-1,99,99,1.0
2003,421899003675,421899003675,4218990,42,3,5,2,0.0
2005,10102000380,10102000380,101020,1,12,5,1,0.0
2009,390442601194,390442601194,3904426,39,4,6,99,0.0
2003,170861000501,170861000501,1708610,17,10,3,1,1.0
2002,341167001742,341167001742,3411670,34,99,99,2,187.0
2006,210176000346,210176000346,2101760,21,1,3,2,0.0
2014,530802002028,530802002028,5308020,53,2,2,99,3.0
2016,362937003951,362937003951,3629370,36,12,4,1,0.0
2004,62271003388,62271003388,622710,6,3,3,2,30.0
2011,40013001803,40013001803,400130,4,11,7,99,0.0
2008,530039000075,530039000075,5300390,53,0,2,1,2.0
2001,450282001345,450282001345,4502820,45,-1,3,99,2.0
2011,62271002866,62271002866,622710,6,0,99,2,31.0
2006,550732001461,550732001461,5507320,55,11,99,1,139.0
2012,350237000537,350237000537,3502370,35,0,7,2,0.0
2008,481527001096,481527001096,4815270,48,1,99,99,100.0
2008,510337001871,510337001871,5103370,51,8,7,1,-2.0
2011,360008505654,360008505654,3600085,36,12,99,99,113.0
2004,261788005454,261788005454,2617880,26,1,4,2,1.0
2005,370058000221,370058000221,3700580,37,0,5,99,0.0
2006,481671001434,481671001434,4816710,48,99,3,1,25.0
2012,481464000952,481464000952,4814640,48,6,3,99,36.0
2016,170940004571,170940004571,1709400,17,-1,99,1,0.0
2013,360009106366,360009106366,3600091,36,99,3,99,21.0
2017,231077000925,231077000925,2310770,23,5,99,9,0.0
2006,192958001687,192958001687,1929580,19,10,3,2,1.0
2015,260756004332,260756004332,2607560,26,9,99,1,147.0
2011,172058005731,172058005731,1720580,17,99,6,2,0.0
2001,250195002366,250195002366,2501950,25,2,99,1,33.0
2004,280420001211,280420001211,2804200,28,10,99,99,72.0
2000,360585000376,360585000376,3605850,36,7,4,2,0.0
2015,40880000875,40880000875,408800,4,99,6,1,0.0
2009,63444010060,63444010060,634440,6,2,99,99,138.0
2012,40906000947,40906000947,409060,4,5,3,2,38.0
2011,181272002020,181272002020,1812720,18,2,4,2,10.0
2008,330415000215,330415000215,3304150,33,0,6,99,0.0
2012,340073703052,340073703052,3400737,34,1,99,1,6.0
2002,390482304231,390482304231,3904823,39,99,5,1,0.0
2000,263657007266,263657007266,2636570,26,2,4,2,2.0
2015,60142806992,60142806992,601428,6,2,2,99,6.0
2000,341413004520,341413004520,3414130,34,1,4,2,2.0
